Severity,Start_Time,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Visibility(mi),Precipitation(in),Sunrise_Sunset
1,2023-01-03 14:00:00,38.15167983272413,-73.4596516076199,Clear,16.245425377479965,8.49911866671914,0.0,Day
3,2023-01-03 15:00:00,32.11586633972593,-83.44209799009093,Clear,4.701814420555504,9.968502616941024,0.0,Day
2,2023-01-03 16:00:00,34.04752500673651,-83.61649226986273,Clear,34.048730591673284,7.3493636181817035,0.0,Night
2,2023-01-03 17:00:00,34.804778603546396,-106.13193764879502,Fog,31.88349707556109,1.5600412460248971,0.0,Night
2,2023-01-03 18:00:00,43.28883546585146,-70.5119024403966,Rain,14.6810456171265,5.243764386430511,0.3679607441262972,Night
4,2023-01-03 19:00:00,41.50107628059029,-107.82593975809192,Clear,7.001560132205746,7.312955103465443,0.0,Night
2,2023-01-03 20:00:00,42.443809689163004,-115.52967845082689,Clear,30.077113600282225,5.933407724085654,0.0,Day
3,2023-01-03 21:00:00,30.783782817621788,-71.13099131827698,Cloudy,-0.15542762293806156,9.202857758565884,0.0,Night
1,2023-01-03 22:00:00,38.68173308209896,-112.35772678990537,Clear,-6.4241842453183615,9.199541660080355,0.0,Night
2,2023-01-03 23:00:00,44.9876539577197,-93.91932608238852,Fog,-7.714475696402614,1.151389640280296,0.0,Day
1,2023-01-04 00:00:00,41.77799458579972,-96.58782980869735,Cloudy,-8.06583695509999,6.591425765582342,0.0,Day
3,2023-01-04 01:00:00,31.810615220848717,-77.58969882472425,Cloudy,14.444432823508922,8.51238892230176,0.0,Night
1,2023-01-04 02:00:00,40.18227251111023,-100.16703868522256,Clear,2.7656818049680094,8.691329617061335,0.0,Day
3,2023-01-04 03:00:00,41.179857313427746,-94.89092700349782,Clear,24.518756068097375,8.28815801057187,0.0,Night
1,2023-01-04 04:00:00,37.71372533882113,-117.81311502810381,Cloudy,22.694578702025268,9.983473187630807,0.0,Day
1,2023-01-04 05:00:00,31.18129721660163,-109.60813454368206,Rain,17.101000357201244,9.34341605992556,0.1452126322321967,Day
2,2023-01-04 06:00:00,30.520293528095355,-78.3502170847182,Rain,7.642164071398149,7.085294403762612,0.21632498511488057,Day
2,2023-01-04 07:00:00,44.067145458590254,-96.08193988104094,Clear,32.52281224928651,6.634883607709418,0.0,Day
1,2023-01-04 08:00:00,33.86270948217928,-108.45341399943023,Cloudy,25.485137665002675,7.984248739980402,0.0,Day
2,2023-01-04 09:00:00,35.68452190527675,-101.5546328193329,Cloudy,3.576306201582927,9.08818167916752,0.0,Night
3,2023-01-04 10:00:00,41.929163114782575,-105.74521884633572,Fog,15.084433115675498,1.1971104642683712,0.0,Day
2,2023-01-04 11:00:00,40.33891120076165,-92.18895963375404,Clear,-2.1864395587868373,8.688463034158197,0.0,Night
1,2023-01-04 12:00:00,44.528485500515025,-117.42769908889966,Clear,6.438814555095359,5.095800197530212,0.0,Day
3,2023-01-04 13:00:00,31.392588003167514,-108.75150746269749,Cloudy,39.85700914317668,9.62920054149052,0.0,Day
1,2023-01-04 14:00:00,40.60379361118841,-102.25175020451833,Cloudy,1.192211013359799,8.869173637577262,0.0,Day
2,2023-01-04 15:00:00,31.233432791665045,-73.58929481681373,Cloudy,24.915117785906922,6.970950433820665,0.0,Day
1,2023-01-04 16:00:00,30.00248244751717,-88.8360895244806,Cloudy,1.9209322888514162,6.920061627596461,0.0,Night
2,2023-01-04 17:00:00,31.80345339281621,-94.7873172193735,Cloudy,36.906726950290576,5.514434038742527,0.0,Night
1,2023-01-04 18:00:00,39.25088772418856,-110.45882731102775,Fog,5.506642249518377,1.8506174571329272,0.0,Day
4,2023-01-04 19:00:00,40.14289124366162,-92.10734899052777,Cloudy,7.334453732335465,8.843147546285923,0.0,Day
2,2023-01-04 20:00:00,36.57509808614376,-73.54952247332798,Fog,19.69298865330936,0.9752076997484862,0.0,Day
1,2023-01-04 21:00:00,30.691060646061363,-91.68453477171852,Cloudy,19.405588555746736,5.507282360720173,0.0,Day
1,2023-01-04 22:00:00,39.51089086581736,-111.76129715226094,Fog,18.95381948985899,0.5480559001545923,0.0,Night
3,2023-01-04 23:00:00,31.28726216379735,-70.14405014010796,Snow,18.662733420312037,7.2945723663230915,0.011770336941776947,Day
2,2023-01-05 00:00:00,32.125894976495964,-95.0571207538563,Clear,5.609344686010434,6.32985971882113,0.0,Day
3,2023-01-05 01:00:00,37.688635271562404,-104.02223683072381,Fog,11.720511166927086,1.6951260759953515,0.0,Night
4,2023-01-05 02:00:00,35.105599072122715,-94.8311933831881,Clear,19.67167215704885,6.129787703188262,0.0,Night
4,2023-01-05 03:00:00,36.97130890914511,-106.81546023802494,Fog,23.56350618335579,0.6192042550274083,0.0,Day
3,2023-01-05 04:00:00,39.526153554407884,-118.48134161071883,Cloudy,2.656450676179743,8.261484417983137,0.0,Day
1,2023-01-05 05:00:00,32.40010554242095,-75.52393558581427,Clear,25.07375308514704,9.461805403898476,0.0,Night
3,2023-01-05 06:00:00,43.39630109536512,-98.55627845822238,Cloudy,36.16381250563183,6.925153406164126,0.0,Day
1,2023-01-05 07:00:00,38.392200969693604,-82.3553649877257,Thunderstorm,27.896385167189436,8.459541155803787,0.15310232346797842,Night
3,2023-01-05 08:00:00,30.331399132969285,-71.43723100535533,Clear,-5.788359858863914,5.673965431912602,0.0,Day
2,2023-01-05 09:00:00,39.42679262600792,-88.37062117605205,Cloudy,13.456311004501053,7.704089889278807,0.0,Day
3,2023-01-05 10:00:00,36.94768397661077,-85.41918307017372,Rain,11.763191776953722,9.608521127772569,0.041703161946954365,Night
2,2023-01-05 11:00:00,40.52458667213784,-72.83795262010707,Snow,6.825165600913177,5.139679022286917,0.36959634273429237,Night
2,2023-01-05 12:00:00,41.76050434406317,-94.17227769917137,Cloudy,14.566006995150165,6.337786808634043,0.0,Night
4,2023-01-05 13:00:00,44.08267280084894,-104.00500610503681,Clear,11.981688669993936,5.662467668400721,0.0,Night
1,2023-01-05 14:00:00,44.97518691412499,-73.93078716732867,Clear,-9.691476141631979,7.6656073974820735,0.0,Day
2,2023-01-05 15:00:00,38.244254902071404,-116.5502945611031,Cloudy,1.8277639046034935,8.398212320356627,0.0,Day
2,2023-01-05 16:00:00,38.42262529692637,-109.26960231301034,Cloudy,0.6891072641173643,5.288895960315546,0.0,Day
4,2023-01-05 17:00:00,30.336678764634094,-102.93676763554112,Fog,7.462977062139977,0.7045850594642877,0.0,Day
1,2023-01-05 18:00:00,42.97755710229496,-80.89441894348047,Clear,-1.277162913784748,9.348145963744527,0.0,Day
1,2023-01-05 19:00:00,30.430769903137815,-74.80492766407235,Rain,-6.609927814424401,7.281165742837541,0.23815964156397715,Day
1,2023-01-05 20:00:00,39.48997210501563,-97.41067251196006,Clear,-0.16935724824936038,7.314757998193239,0.0,Day
1,2023-01-05 21:00:00,31.478654681163448,-105.69361541625474,Clear,32.70933932097325,9.722901974790584,0.0,Night
4,2023-01-05 22:00:00,34.287579061596844,-102.33946378410724,Cloudy,29.851967043226452,6.601048051324659,0.0,Night
3,2023-01-05 23:00:00,32.104943296660885,-87.17263428821039,Cloudy,12.104809871287241,9.485118235163952,0.0,Day
2,2023-01-06 00:00:00,32.06091432168812,-112.09964416982099,Rain,33.890751698938175,9.871273722881318,0.1032485240329026,Night
2,2023-01-06 01:00:00,31.119014734753957,-92.6284607064392,Fog,1.6332809060391948,1.046494077092892,0.0,Night
3,2023-01-06 02:00:00,34.768229729782554,-90.57783509907102,Cloudy,19.210457059961588,7.570194246062715,0.0,Night
1,2023-01-06 03:00:00,36.35477016679191,-84.60721247956035,Thunderstorm,-2.8537562226794506,7.6717807645012925,0.10413274320771698,Night
2,2023-01-06 04:00:00,36.96709789248238,-89.80510458580623,Fog,31.670034477469486,1.2022714696472674,0.0,Night
2,2023-01-06 05:00:00,36.59562059200661,-115.15221892669338,Cloudy,-3.470922125407374,6.519540681909108,0.0,Day
1,2023-01-06 06:00:00,37.855380514429164,-85.56005561395322,Snow,-8.406992051077841,8.990212216767073,0.49145645828685935,Day
2,2023-01-06 07:00:00,42.896803937804115,-118.91262846800781,Cloudy,3.6722115034097644,9.855036956390059,0.0,Night
2,2023-01-06 08:00:00,39.47694923559263,-100.48455981939702,Clear,35.04675446735117,9.201683263721495,0.0,Night
1,2023-01-06 09:00:00,30.259285064547193,-99.14685311431818,Rain,-3.5271459036778383,9.545701417283588,0.06453487475096258,Night
1,2023-01-06 10:00:00,32.59428417360478,-114.16847590049315,Clear,6.533513434776982,8.541772195714849,0.0,Night
3,2023-01-06 11:00:00,35.234247332232194,-119.50714302823135,Cloudy,5.820749650609633,9.519778801385868,0.0,Night
1,2023-01-06 12:00:00,44.23565563297315,-116.44190793260493,Rain,30.08231370484455,5.824253176761637,0.12810555157276937,Day
4,2023-01-06 13:00:00,31.171190961748874,-97.68500188076108,Clear,11.07626998900123,8.56180707520813,0.0,Day
1,2023-01-06 14:00:00,40.65178893606722,-107.98228790161232,Clear,20.578352480734168,8.659386774857381,0.0,Night
3,2023-01-06 15:00:00,30.496396976173095,-116.55098010984379,Fog,10.219150291643771,1.996425254060825,0.0,Night
3,2023-01-06 16:00:00,35.438057535029486,-107.17972945261991,Cloudy,17.572850756843447,5.39869233678956,0.0,Night
4,2023-01-06 17:00:00,41.55223145570615,-93.55888227805094,Clear,-6.8779637991284135,8.112218731304136,0.0,Night
3,2023-01-06 18:00:00,35.15894004657529,-82.89305805245198,Rain,8.701471907006745,5.259404032852403,0.4370745553746965,Day
1,2023-01-06 19:00:00,36.45423089979698,-99.39993265008943,Cloudy,32.75529188699769,6.912012480782748,0.0,Day
2,2023-01-06 20:00:00,43.579567924011435,-89.34255198117003,Cloudy,24.553378159112086,6.968351144878758,0.0,Day
2,2023-01-06 21:00:00,30.99253636978947,-90.1617662914964,Thunderstorm,39.091452207331,9.994612542316665,0.39452020590218867,Day
1,2023-01-06 22:00:00,37.91493487815152,-75.18427461344913,Rain,29.39597686880716,6.499010168645553,0.40928483733306864,Day
1,2023-01-06 23:00:00,35.49356337886768,-111.03028634440687,Clear,12.575485744588704,9.102269689618442,0.0,Day
3,2023-01-07 00:00:00,44.45717507275546,-96.17847782492235,Snow,23.814022884977142,5.265858426091769,0.3543692363108211,Day
2,2023-01-07 01:00:00,41.90534744127387,-88.40851342412411,Fog,28.79568378441445,0.80033591061096,0.0,Night
2,2023-01-07 02:00:00,31.831151660498083,-94.01388374726663,Clear,3.484182996067057,7.683458392780061,0.0,Day
4,2023-01-07 03:00:00,43.91114635083858,-97.48292070690742,Clear,-6.999105469220787,8.14374926597231,0.0,Day
2,2023-01-07 04:00:00,33.16819946180653,-71.3270508641119,Clear,10.292363399927417,9.05002601694969,0.0,Night
2,2023-01-07 05:00:00,31.2722646530223,-72.89930827647825,Rain,-2.7663418948742375,8.809616908615741,0.28160465363929077,Night
3,2023-01-07 06:00:00,38.123899196917385,-89.42722774735569,Cloudy,3.8620559881250944,8.805040641661872,0.0,Night
1,2023-01-07 07:00:00,41.04947354964419,-98.02121453208656,Cloudy,37.34227477370666,7.161469671621434,0.0,Night
2,2023-01-07 08:00:00,40.74076334244318,-82.23089393467166,Fog,32.354129661125924,0.7370634796645603,0.0,Day
4,2023-01-07 09:00:00,38.01084103316094,-94.35326267916103,Rain,19.623191728383013,7.456578588745607,0.167020465883633,Day
4,2023-01-07 10:00:00,37.39106211629554,-70.221518927783,Clear,10.062835326618618,5.334755891725011,0.0,Day
3,2023-01-07 11:00:00,44.543158459547286,-85.70313523887236,Clear,3.2165180103925746,9.450908913058635,0.0,Day
2,2023-01-07 12:00:00,42.30838262654247,-116.59199701765547,Cloudy,18.572913985933333,9.450816530693801,0.0,Night
3,2023-01-07 13:00:00,40.47960057214559,-99.90446727996881,Clear,16.658012483644626,6.614393823275696,0.0,Day
1,2023-01-07 14:00:00,32.92817195339463,-83.48676510924328,Rain,29.03904041907665,9.569513096404702,0.11123991953367814,Day
1,2023-01-07 15:00:00,42.29656036539977,-77.88153778654873,Fog,36.40100943820286,1.1395023581605188,0.0,Night
2,2023-01-07 16:00:00,41.24671115274043,-79.33152500135355,Clear,6.446865066500948,7.004006154310115,0.0,Night
2,2023-01-07 17:00:00,44.880398996665,-71.13811378327819,Cloudy,0.31485553783970666,6.657527992126267,0.0,Night
1,2023-01-07 18:00:00,31.99492661901188,-95.54397525037456,Rain,10.139980797285258,9.875713496930505,0.48346431654764394,Day
2,2023-01-07 19:00:00,40.72943093922057,-112.99664788943969,Cloudy,11.877065120660205,8.563134815556555,0.0,Day
1,2023-01-07 20:00:00,44.68624789550288,-87.38784095007361,Clear,-8.006485525781878,6.8940497738560005,0.0,Night
2,2023-01-07 21:00:00,36.93889540866705,-116.46255464206858,Cloudy,33.08482660997613,8.209919439904025,0.0,Night
3,2023-01-07 22:00:00,41.00115665139019,-71.32383478456154,Clear,39.77961693337477,7.857630995186844,0.0,Day
2,2023-01-07 23:00:00,44.63055975818145,-82.07334648785158,Fog,36.160434635576124,1.3917152615876596,0.0,Day
1,2023-01-08 00:00:00,38.212273408589944,-70.89258267866907,Clear,33.03324897434552,8.223509494059218,0.0,Night
2,2023-01-08 01:00:00,40.48562392054652,-101.13735044915292,Cloudy,39.63001517297705,7.688131610901809,0.0,Day
2,2023-01-08 02:00:00,30.30127215018144,-119.21016524986302,Cloudy,35.39042159874431,8.273951768431903,0.0,Night
2,2023-01-08 03:00:00,37.794976584396665,-93.93551509478603,Thunderstorm,24.418381037165865,9.537842811118196,0.4384055677667316,Day
2,2023-01-08 04:00:00,33.83700609062913,-113.94083643330784,Clear,-1.662167561391616,9.96632484072636,0.0,Night
2,2023-01-08 05:00:00,31.96866963525813,-86.01861516540018,Clear,-2.1824938331566095,8.546434366740066,0.0,Night
4,2023-01-08 06:00:00,40.62897127021992,-95.12242875257252,Clear,-7.561012671832365,9.639104008752163,0.0,Night
1,2023-01-08 07:00:00,30.58634233362513,-82.32765118824075,Clear,10.591543359380822,9.29205126941477,0.0,Day
2,2023-01-08 08:00:00,43.572977273655866,-105.44656035380127,Clear,30.44120385450018,6.475186989906396,0.0,Day
2,2023-01-08 09:00:00,37.76660489806264,-78.54172178322636,Cloudy,14.514797239945523,9.664539915215178,0.0,Night
2,2023-01-08 10:00:00,39.72345172784068,-87.45897272646418,Clear,8.31608528557912,5.354045000263107,0.0,Day
1,2023-01-08 11:00:00,33.801521986893995,-70.61451385420085,Clear,-4.538206790062512,6.649609105217724,0.0,Night
1,2023-01-08 12:00:00,32.732895280339385,-111.0721483734205,Snow,-7.412334545470591,8.199724675524,0.4337538662826837,Day
1,2023-01-08 13:00:00,33.656304316680206,-117.4413623834022,Clear,9.958957171180362,7.63457722947571,0.0,Day
4,2023-01-08 14:00:00,33.4843948650644,-77.44750308343467,Clear,-5.003730990813379,7.712061964146812,0.0,Night
3,2023-01-08 15:00:00,42.96752442440177,-103.07743568916707,Clear,-4.822591363100861,8.97444164900624,0.0,Night
2,2023-01-08 16:00:00,41.81009102193673,-98.43768179964059,Thunderstorm,9.767421248532312,5.973518411430962,0.03190803453189929,Night
3,2023-01-08 17:00:00,42.79104801186048,-73.71658688418924,Clear,15.142172825135805,9.910377549837293,0.0,Day
1,2023-01-08 18:00:00,41.02308065487597,-97.96515940692396,Fog,-0.6658556512742457,0.8511185888034194,0.0,Day
3,2023-01-08 19:00:00,39.65325542196632,-105.09904618360088,Rain,24.231784313021848,9.749216324027977,0.46294230271638204,Night
2,2023-01-08 20:00:00,37.91812034596003,-117.02522527108997,Clear,10.934600034140544,6.915579322484163,0.0,Day
2,2023-01-08 21:00:00,33.98222739569863,-97.85323305655123,Thunderstorm,-5.403873113064197,8.008933344258178,0.4444450985080318,Night
3,2023-01-08 22:00:00,40.580444365906736,-87.25242370277738,Clear,21.85170622813576,7.251557356615681,0.0,Night
3,2023-01-08 23:00:00,32.0487660782779,-106.54124711313902,Clear,7.847240934756943,8.379675819259852,0.0,Day
3,2023-01-09 00:00:00,37.66592315350681,-84.11103013483856,Snow,-7.383926146186689,5.918123646920932,0.470884953000296,Night
1,2023-01-09 01:00:00,32.92912152758424,-96.08680259837729,Rain,37.39907898335961,7.003142664202425,0.4509475962800559,Day
4,2023-01-09 02:00:00,37.57138957319188,-77.09463539419454,Cloudy,18.559847855283483,5.341905610537157,0.0,Day
4,2023-01-09 03:00:00,34.40861119311533,-111.91312638620049,Clear,13.886018451531864,7.9905070849500675,0.0,Night
2,2023-01-09 04:00:00,30.802195043047295,-82.14601683674715,Cloudy,32.95686974269174,9.813408492945614,0.0,Day
1,2023-01-09 05:00:00,37.5556351929597,-73.37237116439982,Rain,36.83702146568624,5.229532575786929,0.366897038340994,Day
1,2023-01-09 06:00:00,32.727453130499285,-82.93010319191612,Clear,1.0160934083105673,8.298150122507833,0.0,Night
4,2023-01-09 07:00:00,32.417325488537294,-99.70313354786522,Clear,30.507225083751358,8.8754898181883,0.0,Night
2,2023-01-09 08:00:00,35.76548846516548,-108.4772116527843,Clear,31.553996338713254,6.065542120888145,0.0,Day
2,2023-01-09 09:00:00,35.42680736780045,-115.08162916509052,Clear,-7.27986026612005,6.365371466842735,0.0,Night
1,2023-01-09 10:00:00,43.00436798418403,-87.88151511241941,Fog,25.59720575891364,1.9355844447204649,0.0,Day
1,2023-01-09 11:00:00,38.46955534340563,-112.85728421992285,Cloudy,-6.851605910021149,6.4870631833815375,0.0,Night
2,2023-01-09 12:00:00,42.818511422021245,-78.08479921856383,Thunderstorm,19.733662319495036,5.550412795966871,0.20449670502021264,Day
2,2023-01-09 13:00:00,32.20253481213114,-71.9631328652278,Clear,23.461838856933703,6.851739356427112,0.0,Day
4,2023-01-09 14:00:00,35.35965405083466,-113.21054108785438,Rain,8.35293441754849,6.844645976571974,0.37157655324434957,Night
2,2023-01-09 15:00:00,38.329944264053246,-101.19735243960668,Clear,34.0393748328829,9.036337283027045,0.0,Night
3,2023-01-09 16:00:00,32.29692104114921,-73.13639472653654,Clear,30.025585348373617,9.00479157800359,0.0,Night
1,2023-01-09 17:00:00,31.92085599487208,-96.46477089100493,Clear,36.29798568106981,8.983616816546824,0.0,Night
1,2023-01-09 18:00:00,39.92102397317965,-93.22919718169324,Clear,5.744476331549089,7.835179566094652,0.0,Night
2,2023-01-09 19:00:00,39.807509562048025,-82.62420005180857,Cloudy,-8.923609996909455,6.629403434331673,0.0,Night
2,2023-01-09 20:00:00,33.512379961289085,-109.47332945456185,Thunderstorm,30.5730633498776,7.054822582002169,0.13399068085174914,Night
1,2023-01-09 21:00:00,33.40685333158361,-71.04254646256963,Rain,1.1488677998220371,6.588717523810409,0.47051091184259897,Night
4,2023-01-09 22:00:00,41.181686689951256,-80.95582344961582,Clear,13.35780202835278,7.909639524903607,0.0,Night
2,2023-01-09 23:00:00,31.75481759127893,-111.93133150955885,Clear,30.866058593201537,9.689895606568331,0.0,Night
1,2023-01-10 00:00:00,43.84895245014985,-114.4465211415614,Clear,0.806758933764538,6.422483920278571,0.0,Day
1,2023-01-10 01:00:00,44.15607781560766,-73.25228865061572,Cloudy,5.595438139316187,7.294259088230648,0.0,Night
1,2023-01-10 02:00:00,43.06488484753869,-85.74861000615587,Rain,11.953999316889455,8.2755846506967,0.3302454887594322,Night
4,2023-01-10 03:00:00,33.16015948539839,-118.0716346938441,Fog,3.5912425082720496,0.9168415967611246,0.0,Night
1,2023-01-10 04:00:00,30.252026246607944,-112.90063897382797,Clear,13.066071150141433,6.266669603204824,0.0,Night
2,2023-01-10 05:00:00,44.05036262737845,-117.60853773870737,Cloudy,-9.520167775273666,6.401449754901953,0.0,Day
2,2023-01-10 06:00:00,35.15957741030267,-71.29591467905345,Cloudy,0.6093986375663647,9.42582766127968,0.0,Night
1,2023-01-10 07:00:00,34.656153974825195,-95.10745503904951,Rain,31.627667983148775,5.401290599929015,0.20620406597370544,Day
1,2023-01-10 08:00:00,33.92516370235724,-96.89257806690479,Cloudy,10.674097925650038,8.027238029836063,0.0,Night
